Date,Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount ,Location,Size,Color,Season,Review Rating,Subscription Status,Discount Applied,Promo Code Used
2023/9/18,PB-18805,24,Male,Belt,Accessories,91,Jiangxi,S,Red,Fall,3.4,No,No,No
2023/8/6,PB-18805,24,Male,Gloves,Accessories,93,Henan,XL,Green,Summer,3,No,No,No
2023/12/28,PB-18805,21,Male,Jewelry,Accessories,98,Jiangsu,M,Gold,Winter,4.7,No,No,No
2023/6/25,CJ-12010,49,Male,Socks,Clothing,82,Henan,L,Lavender,Summer,2.9,No,No,No
2023/2/27,CJ-12010,41,Male,Coat,Outerwear,37,Jiangxi,M,Yellow,Winter,4.1,No,No,No
2023/11/11,CJ-12010,22,Male,Handbag,Accessories,63,Zhejiang,M,Black,Fall,3.2,No,No,No
2023/5/10,CJ-12010,42,Male,Blouse,Clothing,99,Beijing,M,Maroon,Spring,2.7,No,No,No
2023/9/7,CJ-12010,30,Male,Shorts,Clothing,37,Gansu,M,Maroon,Fall,4.7,No,No,No
2023/12/13,CJ-12010,38,Male,Shoes,Footwear,34,Shaanxi,S,Gold,Winter,3.2,No,No,No
2023/3/2,HK-14890,40,Male,Shorts,Clothing,32,Tianjin,M,Violet,Spring,2.5,No,No,No
2023/8/24,RH-19600,55,Male,Sandals,Footwear,23,Liaoning,XL,Teal,Summer,4.3,No,No,No
2023/8/14,IL-15100,37,Male,Blouse,Clothing,78,Henan,M,Violet,Summer,4.4,No,No,No
2023/12/14,IL-15100,41,Male,Coat,Outerwear,54,Zhejiang,M,Brown,Winter,4.7,No,No,No
2023/4/22,IL-15100,38,Male,Blouse,Clothing,94,Hubei,XL,Brown,Spring,4,No,No,No
2023/3/6,AS-10240,42,Male,Belt,Accessories,75,Fujian,S,Maroon,Spring,4.6,No,No,No
2023/7/3,AP-10915,26,Male,Blouse,Clothing,69,Guangxi,S,Maroon,Summer,3.8,No,No,No
2023/12/2,AP-10915,41,Male,Scarf,Accessories,35,Guangdong,L,Yellow,Winter,3.2,No,No,No
2023/6/23,AP-10915,27,Male,Shirt,Clothing,78,Hubei,L,Turquoise,Summer,5,No,No,No
2023/5/22,AP-10915,61,Male,Socks,Clothing,29,Beijing,M,Silver,Spring,3.5,No,No,No
2023/2/26,AP-10915,58,Male,Jeans,Clothing,62,Anhui,M,Brown,Winter,3.7,No,No,No
2023/10/12,AG-10390,25,Male,Dress,Clothing,58,Hainan,M,Gray,Fall,4.8,No,No,No
2023/11/14,BF-11080,33,Male,Boots,Footwear,88,Jiangsu,M,Indigo,Fall,3.7,No,No,No
2023/6/24,CK-12205,57,Male,Scarf,Accessories,80,Jiangsu,L,Turquoise,Summer,3.5,No,No,No
2023/9/27,CK-12205,39,Male,Scarf,Accessories,47,Hunan,M,Maroon,Fall,4.9,No,No,No
2023/7/10,LT-17110,60,Male,Gloves,Accessories,51,InnerMongolia,L,Charcoal,Summer,4.7,No,No,No
2023/5/14,LT-17110,39,Male,Pants,Clothing,25,Beijing,L,Peach,Spring,4.9,No,No,No
2023/11/1,BT-11305,42,Male,Dress,Clothing,36,Guangdong,M,Red,Fall,4.3,No,No,No
2023/2/21,BT-11305,53,Male,Dress,Clothing,79,Henan,M,Indigo,Winter,3.1,No,No,No
2023/3/9,SC-20725,20,Male,Jeans,Clothing,41,Henan,S,Lavender,Spring,3.4,No,No,No
2023/4/8,CG-12040,46,Male,Sweater,Clothing,68,Sichuan,XL,Red,Spring,2.7,No,No,No
2023/11/23,AW-10930,46,Male,Sandals,Footwear,51,Liaoning,L,Green,Fall,2.6,No,No,No
2023/6/3,AW-10930,69,Male,Handbag,Accessories,38,Guizhou,M,Gray,Summer,2.9,No,No,No
2023/1/11,RB-19705,28,Male,Scarf,Accessories,46,Guangdong,XL,Violet,Winter,2.7,No,No,No
2023/1/25,ML-17410,42,Male,Sandals,Footwear,20,Zhejiang,XL,Beige,Winter,4.5,No,No,No
2023/9/12,ML-17410,30,Male,Sunglasses,Accessories,25,Jiangsu,M,Orange,Fall,3.1,No,No,No
2023/11/13,VB-21745,50,Male,Sweater,Clothing,89,Jiangxi,L,Purple,Fall,3.2,No,No,No
2023/2/15,SW-20275,59,Male,Pants,Clothing,77,Shandong,M,Brown,Winter,3.3,No,No,No
2023/3/5,NS-18505,54,Male,Hat,Accessories,94,Hunan,M,Maroon,Spring,2.9,No,No,No
2023/9/18,NS-18505,50,Male,Belt,Accessories,100,Hunan,L,Gold,Fall,4.1,No,No,No
2023/8/16,NS-18505,25,Male,Sandals,Footwear,96,Fujian,M,Indigo,Summer,2.7,No,No,No
2023/12/1,NS-18505,41,Male,Pants,Clothing,36,Hainan,XL,Silver,Winter,4,No,No,No
2023/8/9,DB-13555,35,Male,Jewelry,Accessories,27,Sichuan,XL,Red,Summer,2.6,No,No,No
2023/10/27,MH-17620,67,Male,Sunglasses,Accessories,67,Heilongjiang,M,Magenta,Fall,3.5,No,No,No
2023/4/26,MH-17620,33,Male,Blouse,Clothing,91,Hunan,S,Purple,Spring,2.8,No,No,No
2023/3/17,MH-17620,19,Male,Belt,Accessories,62,Sichuan,XL,Beige,Spring,4.5,No,No,No
2023/2/11,DK-13375,25,Male,Shorts,Clothing,88,Fujian,XL,White,Winter,3,No,No,No
2023/8/1,DK-13375,32,Male,Pants,Clothing,66,Hebei,M,Teal,Summer,4.4,No,No,No
2023/2/25,DK-13375,30,Male,Sandals,Footwear,65,Henan,M,Gray,Winter,4.7,No,No,No
2023/5/5,EA-14035,18,Male,Gloves,Accessories,25,Hainan,L,Charcoal,Spring,4.3,No,No,No
2023/7/12,BT-11440,38,Male,Belt,Accessories,64,Shaanxi,S,Olive,Summer,4.8,No,No,No
2023/4/14,LA-16780,22,Male,Shirt,Clothing,72,Liaoning,L,Blue,Spring,4.8,No,No,No
2023/2/26,LA-16780,40,Male,Scarf,Accessories,74,Shanghai,S,Gray,Winter,4.4,No,No,No
2023/11/9,GM-14680,54,Male,Gloves,Accessories,50,Henan,M,Green,Fall,3.7,No,No,No
2023/3/13,AA-10315,70,Male,Pants,Clothing,97,Anhui,M,Silver,Spring,3.9,No,No,No
2023/2/15,AA-10315,52,Male,Sneakers,Footwear,36,Sichuan,S,Teal,Winter,3.8,No,No,No
2023/11/20,DB-13405,34,Male,Jacket,Outerwear,49,Guangdong,M,Beige,Fall,4.1,No,No,No
2023/11/23,JH-15820,65,Male,Shoes,Footwear,64,Chongqing,L,Lavender,Fall,4,No,No,No
2023/3/31,DJ-13630,38,Male,Blouse,Clothing,31,Shanxi,XL,Gray,Spring,4.5,No,No,No
2023/4/26,QJ-19255,35,Male,Boots,Footwear,66,Beijing,S,Yellow,Spring,4,No,No,No
2023/2/24,CT-11995,40,Male,Socks,Clothing,82,Sichuan,M,Gray,Winter,4.5,No,No,No
2023/11/8,CT-11995,23,Male,T-shirt,Clothing,88,Sichuan,M,Yellow,Fall,2.7,No,No,No
2023/10/22,RH-19510,45,Male,Sandals,Footwear,34,Hubei,S,Black,Fall,3.8,No,No,No
2023/10/23,SJ-20125,40,Male,Sneakers,Footwear,84,Hebei,L,Beige,Fall,3.8,No,No,No
2023/5/11,TG-21310,42,Male,Jewelry,Accessories,96,Fujian,L,Indigo,Spring,3.8,No,No,No
2023/7/5,TG-21310,57,Male,Sandals,Footwear,71,Beijing,L,Green,Summer,4.3,No,No,No
2023/12/29,CT-11995,18,Male,Jacket,Outerwear,77,Beijing,M,Purple,Winter,3.5,No,No,No
2023/4/11,BF-11005,18,Male,Skirt,Clothing,66,Shanghai,M,Orange,Spring,3.8,No,No,No
2023/10/17,BF-11005,56,Male,Shirt,Clothing,21,Jiangsu,M,Teal,Fall,3.7,No,No,No
2023/11/28,BF-11005,35,Male,Shorts,Clothing,37,Tianjin,M,Gold,Fall,4.8,No,No,No
2023/7/4,BF-11005,49,Male,Socks,Clothing,90,Chongqing,L,Gray,Summer,4.9,No,No,No
2023/11/21,BF-11005,49,Male,Jacket,Outerwear,96,Hunan,M,Cyan,Fall,4.3,No,No,No
2023/7/21,JM-16195,34,Male,Jewelry,Accessories,37,Shaanxi,L,Teal,Summer,4.4,No,No,No
2023/11/30,JM-16195,63,Male,T-shirt,Clothing,66,Zhejiang,M,Violet,Fall,3.4,No,No,No
2023/3/8,JM-16195,42,Male,Gloves,Accessories,45,Guangdong,XL,Indigo,Spring,4.3,No,No,No
2023/10/8,JM-16195,41,Male,Shoes,Footwear,89,Jiangxi,L,Pink,Fall,4.6,No,No,No
2023/5/25,JM-16195,26,Male,Shoes,Footwear,94,Chongqing,L,Gold,Spring,3.8,No,No,No
2023/1/15,JK-16120,48,Male,Shoes,Footwear,96,Chongqing,S,Maroon,Winter,3.9,No,No,No
2023/6/22,HG-14965,62,Male,Hoodie,Clothing,31,Hubei,M,Brown,Summer,2.6,No,No,No
2023/12/28,HG-14965,24,Male,Belt,Accessories,79,Sichuan,M,Gold,Winter,4.2,No,No,No
2023/2/9,LA-16780,48,Male,Coat,Outerwear,39,Sichuan,L,Teal,Winter,4.6,No,No,No
2023/12/11,LA-16780,31,Male,Blouse,Clothing,22,Anhui,M,Turquoise,Winter,5,No,No,No
2023/10/3,TS-21610,41,Male,Skirt,Clothing,32,Jiangsu,L,Olive,Fall,4.2,No,No,No
2023/9/7,TS-21610,24,Male,T-shirt,Clothing,71,Guangdong,L,Cyan,Fall,4.3,No,No,No
2023/5/14,MZ-17335,60,Male,Jeans,Clothing,96,Guangxi,XL,Beige,Spring,3.3,No,No,No
2023/7/28,MZ-17335,38,Male,Scarf,Accessories,82,Jiangsu,M,Blue,Summer,4.9,No,No,No
2023/8/13,MW-18220,58,Male,Backpack,Accessories,76,Jiangsu,L,Gold,Summer,4.4,No,No,No
2023/12/12,MV-17485,53,Male,Backpack,Accessories,22,Hunan,M,Green,Winter,3.1,No,No,No
2023/12/24,AA-10375,44,Male,Scarf,Accessories,40,Henan,XL,Green,Winter,3.5,No,No,No
2023/4/7,AA-10375,51,Male,Hat,Accessories,92,Guangdong,M,Turquoise,Spring,3.9,No,No,No
2023/11/26,AA-10375,36,Male,Coat,Outerwear,94,Jiangsu,XL,Yellow,Fall,3.9,No,No,No
2023/12/28,SM-20320,20,Male,Dress,Clothing,44,Hebei,M,Yellow,Winter,4.3,No,No,No
2023/8/14,TP-21415,32,Male,Gloves,Accessories,49,Zhejiang,S,Blue,Summer,3.8,No,No,No
2023/6/19,DK-13225,66,Male,Sweater,Clothing,26,Anhui,L,Charcoal,Summer,2.7,No,No,No
2023/8/10,DK-13225,49,Male,Skirt,Clothing,38,Hebei,M,Yellow,Summer,4.4,No,No,No
2023/3/18,MK-17905,27,Male,Blouse,Clothing,72,Guangdong,L,Purple,Spring,3.5,No,No,No
2023/2/22,CS-12130,29,Male,Dress,Clothing,99,Shandong,M,Green,Winter,3.4,No,No,No
2023/7/19,JL-15850,29,Male,Jacket,Outerwear,38,Sichuan,L,Charcoal,Summer,4,No,No,No
2023/5/12,JL-15850,55,Male,Coat,Outerwear,96,Shanghai,L,Silver,Spring,4.8,No,No,No
2023/8/4,AR-10405,57,Male,Dress,Clothing,27,Tianjin,L,Turquoise,Summer,4.5,No,No,No
2023/1/4,AR-10405,29,Male,Shorts,Clothing,24,Zhejiang,M,Gray,Winter,4.4,No,No,No
2023/10/17,LM-17065,31,Male,Jeans,Clothing,82,Sichuan,L,Red,Fall,4.1,No,No,No
2023/4/28,LM-17065,25,Male,Hat,Accessories,56,Guangdong,M,Beige,Spring,4.6,No,No,No
2023/6/1,LM-17065,61,Male,Gloves,Accessories,25,InnerMongolia,M,Maroon,Summer,3.8,No,No,No
2023/12/30,JK-15625,53,Male,Sneakers,Footwear,67,Shaanxi,L,Indigo,Winter,2.9,No,No,No
2023/2/4,JK-15625,22,Male,Shoes,Footwear,21,Liaoning,M,Red,Winter,2.8,No,No,No
2023/9/16,JK-15625,28,Male,Hoodie,Clothing,27,Guangdong,XL,Maroon,Fall,3,No,No,No
2023/7/23,FM-14215,18,Male,Sneakers,Footwear,97,Guangxi,S,Red,Summer,4.2,No,No,No
2023/10/9,SF-20200,44,Male,Handbag,Accessories,45,Liaoning,S,Black,Fall,4.1,No,No,No
2023/6/23,SF-20200,32,Male,Blouse,Clothing,63,Guangxi,XL,Black,Summer,4.1,No,No,No
2023/1/14,PJ-18835,34,Male,Belt,Accessories,100,Fujian,L,Pink,Winter,4.6,No,No,No
2023/7/24,CS-12355,67,Male,Socks,Clothing,38,Guizhou,L,Blue,Summer,2.5,No,No,No
2023/9/12,BB-10990,66,Male,Blouse,Clothing,45,Shanghai,L,Green,Fall,3,No,No,No
2023/7/7,BW-11200,28,Male,Jewelry,Accessories,91,Guangdong,M,Orange,Summer,3.8,No,No,No
2023/1/18,RS-19420,70,Male,Shorts,Clothing,82,Henan,M,Orange,Winter,4.1,No,No,No
2023/6/16,TS-21160,37,Male,Boots,Footwear,48,Shanghai,L,Magenta,Summer,3.3,No,No,No
2023/10/25,TS-21160,28,Male,Coat,Outerwear,30,Shanghai,M,Indigo,Fall,5,No,No,No
2023/12/7,TS-21160,43,Male,T-shirt,Clothing,34,Hunan,S,Beige,Winter,3.8,No,No,No
2023/8/21,QJ-19255,37,Male,Sweater,Clothing,68,Shandong,L,Green,Summer,3.3,No,No,No
2023/2/17,FM-14215,54,Male,Sunglasses,Accessories,95,Sichuan,M,Red,Winter,5,No,No,No
2023/2/7,VD-21670,50,Male,Hat,Accessories,22,Ningxia,L,Beige,Winter,2.9,No,No,No
2023/3/23,VD-21670,46,Male,Gloves,Accessories,88,Jiangxi,M,Green,Spring,2.5,No,No,No
2023/3/28,VD-21670,60,Male,Socks,Clothing,83,Shandong,M,Orange,Spring,4.7,No,No,No
2023/12/15,VD-21670,40,Male,Handbag,Accessories,87,Sichuan,L,Cyan,Winter,2.9,No,No,No
2023/4/24,VD-21670,64,Male,Coat,Outerwear,57,Shanghai,M,Violet,Spring,3.7,No,No,No
2023/5/15,JL-15505,18,Male,Coat,Outerwear,88,Zhejiang,XL,Lavender,Spring,4.4,No,No,No
2023/1/3,JL-15505,37,Male,Pants,Clothing,20,Beijing,L,Turquoise,Winter,2.9,No,No,No
2023/5/6,DL-13495,36,Male,Belt,Accessories,39,Shandong,L,Pink,Spring,3.6,No,No,No
2023/11/19,MO-17800,51,Male,Sunglasses,Accessories,71,Beijing,S,Beige,Fall,4.8,No,No,No
2023/6/5,MO-17800,26,Male,Hoodie,Clothing,73,Hubei,L,Silver,Summer,4.7,No,No,No
2023/11/12,BP-11185,68,Male,Handbag,Accessories,63,Zhejiang,M,Gold,Fall,2.6,No,No,No
2023/6/26,MS-17980,27,Male,Gloves,Accessories,78,Shanghai,L,Silver,Summer,3.4,No,No,No
2023/4/5,SV-20935,28,Male,Skirt,Clothing,96,Jilin,L,Green,Spring,3.5,No,No,No
2023/8/1,BC-11125,49,Male,Sunglasses,Accessories,81,Shandong,M,Teal,Summer,3.4,No,No,No
2023/1/25,BC-11125,70,Male,Dress,Clothing,95,Henan,S,Gold,Winter,5,No,No,No
2023/11/13,BC-11125,30,Male,Gloves,Accessories,68,Zhejiang,M,Cyan,Fall,4.6,No,No,No
2023/4/19,BC-11125,27,Male,Sneakers,Footwear,28,Yunnan,L,Gold,Spring,4.8,No,No,No
2023/12/28,BC-11125,19,Male,T-shirt,Clothing,30,Sichuan,L,Violet,Winter,3.7,No,No,No
2023/5/8,EM-13825,64,Male,Dress,Clothing,31,Henan,M,Black,Spring,4.7,No,No,No
2023/7/25,EM-13825,42,Male,Handbag,Accessories,95,Shanxi,XL,Brown,Summer,4.4,No,No,No
2023/11/2,EM-13825,69,Male,Socks,Clothing,79,Shanghai,M,Indigo,Fall,3.5,No,No,No
2023/10/25,EM-13825,28,Male,Sneakers,Footwear,39,Chongqing,L,Yellow,Fall,3.8,No,No,No
2023/7/1,EM-13825,47,Male,Jacket,Outerwear,34,Beijing,M,Purple,Summer,4.7,No,No,No
2023/4/10,EM-13825,69,Male,Hoodie,Clothing,28,Hunan,L,White,Spring,3.1,No,No,No
2023/3/7,BD-11500,56,Male,Sandals,Footwear,38,Hubei,XL,Turquoise,Spring,5,No,No,No
2023/3/6,HW-14935,28,Male,Shoes,Footwear,55,Anhui,M,Olive,Spring,3.7,No,No,No
2023/12/4,KC-16255,50,Male,Sandals,Footwear,31,Shaanxi,M,Beige,Winter,3,No,No,No
2023/4/6,KC-16255,39,Male,Coat,Outerwear,84,Tianjin,S,Lavender,Spring,4.5,No,No,No
2023/7/24,KC-16255,35,Male,Gloves,Accessories,93,Shanghai,L,White,Summer,4.7,No,No,No
2023/3/8,KC-16255,59,Male,Coat,Outerwear,28,Guangxi,L,Brown,Spring,3.5,No,No,No
2023/1/25,BM-11575,44,Male,Boots,Footwear,55,Guangdong,M,Charcoal,Winter,4.4,No,No,No
2023/1/6,BM-11575,66,Male,Skirt,Clothing,63,Guangdong,L,Maroon,Winter,2.6,No,No,No
2023/9/29,BM-11575,20,Male,Skirt,Clothing,94,Shanxi,M,Red,Fall,4.2,No,No,No
2023/10/22,KN-16705,45,Male,Pants,Clothing,36,Beijing,M,Maroon,Fall,2.6,No,No,No
2023/2/28,JD-16150,49,Male,Hat,Accessories,97,Hebei,S,Teal,Winter,4.8,No,No,No
2023/5/20,LA-16780,60,Male,Backpack,Accessories,63,Hebei,L,Orange,Spring,2.9,No,No,No
2023/4/11,LA-16780,61,Male,Scarf,Accessories,77,Sichuan,S,Olive,Spring,4.3,No,No,No
2023/5/22,RW-19690,36,Male,Scarf,Accessories,53,Jiangsu,XL,Olive,Spring,2.6,No,No,No
2023/12/5,RW-19690,33,Male,Shirt,Clothing,77,Shaanxi,M,Beige,Winter,3.8,No,No,No
2023/3/1,KW-16570,49,Male,Boots,Footwear,79,Anhui,L,Green,Spring,4.2,No,No,No
2023/4/16,CC-12220,31,Male,Coat,Outerwear,37,Chongqing,M,Black,Spring,3.9,No,No,No
2023/9/2,CC-12220,19,Male,Belt,Accessories,94,Hunan,M,Green,Fall,3.1,No,No,No
2023/5/22,RH-19495,39,Male,Boots,Footwear,76,Jilin,S,Violet,Spring,3.6,No,No,No
2023/9/9,RH-19495,66,Male,Sneakers,Footwear,68,Guangdong,S,Silver,Fall,4,No,No,No
2023/11/23,JK-15625,25,Male,Shirt,Clothing,65,Hunan,L,Maroon,Fall,3.4,No,No,No
2023/4/16,DC-13285,63,Male,Blouse,Clothing,24,Hunan,M,Cyan,Spring,2.6,No,No,No
2023/5/6,GM-14455,56,Male,Jacket,Outerwear,31,Qinghai,L,Teal,Spring,4.5,No,No,No
2023/12/1,GM-14455,20,Male,Skirt,Clothing,89,Sichuan,M,Olive,Winter,4.9,No,No,No
2023/6/18,CL-11890,58,Male,Socks,Clothing,49,Hebei,M,Red,Summer,4.4,No,No,No
2023/8/5,PV-18985,34,Male,Sandals,Footwear,92,Shanghai,XL,Lavender,Summer,3.5,No,No,No
2023/3/3,LT-17110,28,Male,T-shirt,Clothing,32,InnerMongolia,S,Orange,Spring,3.3,No,No,No
2023/9/19,LT-17110,22,Male,Jacket,Outerwear,67,Fujian,L,Brown,Fall,3.1,No,No,No
2023/9/25,LT-17110,37,Male,Belt,Accessories,64,Chongqing,S,Gray,Fall,4.2,No,No,No
2023/6/21,AM-10360,54,Male,Shoes,Footwear,84,Beijing,M,Orange,Summer,4.9,No,No,No
2023/10/24,AM-10360,65,Male,Blouse,Clothing,34,Hunan,M,Orange,Fall,3.9,No,No,No
2023/7/20,AM-10360,57,Male,Shoes,Footwear,26,Jiangsu,M,Turquoise,Summer,4.2,No,No,No
2023/4/26,AM-10360,38,Male,Sweater,Clothing,50,InnerMongolia,S,Cyan,Spring,4.9,No,No,No
2023/5/31,AM-10360,70,Male,Boots,Footwear,46,Tianjin,M,Yellow,Spring,2.8,No,No,No
2023/3/22,SC-20260,56,Male,Handbag,Accessories,71,Heilongjiang,M,White,Spring,4.1,No,No,No
2023/6/22,SC-20260,56,Male,Blouse,Clothing,78,Beijing,M,Blue,Summer,4.8,No,No,No
2023/2/2,SC-20260,22,Male,Skirt,Clothing,35,Hubei,S,Purple,Winter,4.1,No,No,No
2023/7/21,SC-20260,57,Male,Backpack,Accessories,58,Jiangxi,M,Gray,Summer,3,No,No,No
2023/4/21,CP-12340,53,Male,Shirt,Clothing,67,Zhejiang,L,Cyan,Spring,4.2,No,No,No
2023/1/9,CP-12340,53,Male,Sweater,Clothing,93,Tianjin,L,Pink,Winter,3.8,No,No,No
2023/5/23,CP-12340,19,Male,Scarf,Accessories,81,InnerMongolia,S,Gold,Spring,3.3,No,No,No
2023/5/13,CP-12340,49,Male,Handbag,Accessories,80,Fujian,L,Silver,Spring,4.7,No,No,No
2023/12/28,CP-12340,44,Male,Scarf,Accessories,64,Henan,M,Gray,Winter,4.3,No,No,No
2023/10/17,RF-19840,27,Male,Jeans,Clothing,41,Hunan,M,Brown,Fall,2.7,No,No,No
2023/2/26,AB-10060,60,Male,Socks,Clothing,79,Henan,XL,Pink,Winter,4.2,No,No,No
2023/1/2,AB-10060,62,Male,Sunglasses,Accessories,60,Hubei,L,Maroon,Winter,4.2,No,No,No
2023/6/22,AB-10060,52,Male,Sneakers,Footwear,91,Hainan,S,Peach,Summer,2.5,No,No,No
2023/4/18,EH-13990,30,Male,Shoes,Footwear,66,Liaoning,L,Brown,Spring,3.6,No,No,No
2023/3/28,MN-17935,66,Male,Socks,Clothing,85,Zhejiang,L,Green,Spring,3.4,No,No,No
2023/9/3,KL-16555,29,Male,Sunglasses,Accessories,38,Chongqing,M,Lavender,Fall,3.3,No,No,No
2023/4/13,KL-16555,24,Male,Sweater,Clothing,23,Zhejiang,M,Cyan,Spring,4.6,No,No,No
2023/12/26,MP-17965,51,Male,Shoes,Footwear,71,Shanghai,M,Black,Winter,3.9,No,No,No
2023/2/23,BF-11020,67,Male,Socks,Clothing,25,Shandong,M,Charcoal,Winter,3.7,No,No,No
2023/4/16,BF-11020,50,Male,Boots,Footwear,39,Henan,XL,Silver,Spring,3.1,No,No,No
2023/11/10,BF-11020,37,Male,Hoodie,Clothing,20,Sichuan,M,Gray,Fall,4.9,No,No,No
2023/11/24,BF-11020,69,Male,Gloves,Accessories,73,Guangdong,L,Peach,Fall,4.7,No,No,No
2023/10/4,TP-21130,60,Male,Backpack,Accessories,63,Chongqing,L,Peach,Fall,2.9,No,No,No
2023/4/22,MS-17770,21,Male,Gloves,Accessories,94,Hubei,XL,Cyan,Spring,4.1,No,No,No
2023/4/12,MS-17770,44,Male,Blouse,Clothing,94,Chongqing,L,Magenta,Spring,4,No,No,No
2023/12/15,KM-16375,26,Male,Scarf,Accessories,71,Guangdong,L,Teal,Winter,2.7,No,No,No
2023/10/1,BE-11455,40,Male,Hat,Accessories,77,Shandong,M,Peach,Fall,4,No,No,No
2023/12/5,BE-11455,41,Male,Scarf,Accessories,66,Hunan,M,Black,Winter,2.5,No,No,No
2023/6/2,BE-11455,62,Male,Sandals,Footwear,23,Jilin,M,Teal,Summer,4.5,No,No,No
2023/11/29,CV-12295,39,Male,Sweater,Clothing,60,Guangdong,M,Turquoise,Fall,3.9,No,No,No
2023/11/27,CV-12295,53,Male,Backpack,Accessories,72,Guangdong,L,Gold,Fall,4.9,No,No,No
2023/7/16,CV-12295,24,Male,Blouse,Clothing,35,Jilin,L,Green,Summer,3.3,No,No,No
2023/1/21,CV-12295,41,Male,Scarf,Accessories,31,Anhui,M,Brown,Winter,3.8,No,No,No
2023/4/23,CV-12295,19,Male,Socks,Clothing,33,Shanghai,L,Blue,Spring,2.9,No,No,No
2023/12/4,DK-13375,36,Male,Hat,Accessories,95,Shaanxi,M,Gold,Winter,4,No,No,No
2023/8/30,DK-13375,21,Male,Dress,Clothing,68,Fujian,M,Peach,Summer,4.1,No,No,No
2023/12/6,SG-20605,25,Male,Coat,Outerwear,87,Shanghai,M,Violet,Winter,3.1,No,No,No
2023/10/24,SG-20605,65,Male,Shirt,Clothing,64,Guizhou,XL,Yellow,Fall,4.6,No,No,No
2023/5/30,SG-20605,42,Male,Shirt,Clothing,74,Shandong,M,Black,Spring,4.6,No,No,No
2023/1/6,SG-20605,40,Male,Jeans,Clothing,62,Tianjin,L,Silver,Winter,2.6,No,No,No
2023/1/24,CS-12355,58,Male,Socks,Clothing,97,Hebei,M,Brown,Winter,5,No,No,No
2023/5/14,PJ-18835,40,Male,Sandals,Footwear,47,Guangdong,L,Peach,Spring,2.9,No,No,No
2023/3/18,PJ-18835,62,Male,Blouse,Clothing,83,Jiangsu,M,Cyan,Spring,3.5,No,No,No
2023/2/3,PJ-18835,38,Male,Shirt,Clothing,82,Heilongjiang,M,Olive,Winter,3.7,No,No,No
2023/7/16,NP-18700,37,Male,Sunglasses,Accessories,26,Guangdong,L,Black,Summer,2.9,No,No,No
2023/7/28,NP-18700,65,Male,Jacket,Outerwear,81,Zhejiang,M,Orange,Summer,4.3,No,No,No
2023/2/10,SB-20290,55,Male,Dress,Clothing,44,Liaoning,L,Beige,Winter,3.2,No,No,No
2023/6/2,SB-20290,43,Male,Sunglasses,Accessories,88,Shandong,M,Peach,Summer,4.2,No,No,No
2023/4/22,AS-10090,43,Male,Boots,Footwear,76,Tianjin,M,Pink,Spring,4.2,No,No,No
2023/5/26,AS-10090,45,Male,Scarf,Accessories,89,Liaoning,M,Brown,Spring,3.8,No,No,No
2023/4/5,HM-14860,64,Male,Shorts,Clothing,22,Chongqing,M,Magenta,Spring,4.4,No,No,No
2023/5/17,MG-18145,28,Male,Shorts,Clothing,33,Gansu,L,Cyan,Spring,3.1,No,No,No
2023/11/11,MG-18145,69,Male,Jeans,Clothing,97,Shanghai,XL,Silver,Fall,5,No,No,No
2023/9/26,MG-18145,54,Male,Scarf,Accessories,57,Beijing,M,Indigo,Fall,4.7,No,No,No
2023/1/30,TM-21010,52,Male,Shorts,Clothing,38,Guangdong,M,Beige,Winter,3,No,No,No
2023/1/2,TM-21010,23,Male,Sneakers,Footwear,55,Jiangsu,XL,Black,Winter,4.2,No,No,No
2023/12/17,BE-11335,26,Male,Jewelry,Accessories,37,Tianjin,L,Yellow,Winter,3,No,No,No
2023/3/5,AS-10630,48,Male,Shoes,Footwear,43,Jiangsu,M,Maroon,Spring,3.7,No,No,No
2023/1/16,EM-13810,49,Male,Hoodie,Clothing,96,Hunan,M,Cyan,Winter,2.7,No,No,No
2023/5/27,JA-15970,53,Male,Jacket,Outerwear,51,Chongqing,M,Pink,Spring,4.3,No,No,No
2023/1/6,JA-15970,69,Male,Shorts,Clothing,95,Shandong,XL,Violet,Winter,2.7,No,No,No
2023/3/2,TB-21595,26,Male,Socks,Clothing,26,Shandong,M,Lavender,Spring,3.7,No,No,No
2023/1/16,PP-18955,21,Male,Coat,Outerwear,34,Henan,XL,Lavender,Winter,4.3,No,No,No
2023/10/2,ML-18040,59,Male,Sandals,Footwear,83,Ningxia,S,Black,Fall,4,No,No,No
2023/7/31,ML-18040,21,Male,Backpack,Accessories,24,Jilin,M,Olive,Summer,3.3,No,No,No
2023/4/3,LC-16930,22,Male,Pants,Clothing,69,Shandong,S,Indigo,Spring,4,No,No,No
2023/5/14,MC-17590,26,Male,Sweater,Clothing,40,Anhui,M,Blue,Spring,2.7,No,No,No
2023/9/3,MC-17590,41,Male,Jacket,Outerwear,87,Shanghai,S,Green,Fall,4.2,No,No,No
2023/11/5,CR-12580,37,Male,Sneakers,Footwear,46,Shanghai,L,Pink,Fall,4.6,No,No,No
2023/11/6,CR-12580,30,Male,Jewelry,Accessories,82,Jiangsu,M,Peach,Fall,4.8,No,No,No
2023/7/6,SV-20935,49,Male,Backpack,Accessories,81,Shandong,M,Purple,Summer,2.8,No,No,No
2023/5/14,SV-20935,49,Male,Jewelry,Accessories,57,Zhejiang,M,Peach,Spring,4.5,No,No,No
